system:index,NDVI,Soil_Moisture,VH,VV,.geo
1300,0.6987346,12.614281,-14.031252488021458,-7.338018228450907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,13.699308082822702]}"
1301,0.65167916,9.3671055,-14.774520021119836,-7.999383382871988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,13.699308082822702]}"
1302,0.64703816,9.3671055,-13.761373738174857,-6.938930761798733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,13.699308082822702]}"
1303,-0.040453073,6.5782533,-27.432593405517657,-19.0460019221712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,13.699308082822702]}"
1304,0.5744065,8.474718,-14.996974496742887,-7.778325965457638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,13.699308082822702]}"
1305,0.62813455,8.474718,-15.162896072054533,-8.546204878411107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,13.699308082822702]}"
1306,0.5241972,8.216681,-14.873070932204879,-8.203421250201302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,13.699308082822702]}"
1307,0.4324065,7.341001,-15.774250585242966,-8.866376362004068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,13.699308082822702]}"
1308,0.38118303,7.341001,-18.404236381843013,-10.43062676834317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,13.699308082822702]}"
1309,0.3270594,8.644782,-16.575944184741708,-9.348115423429839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,13.699308082822702]}"
1310,0.23522522,9.270581,-16.80051153247269,-8.990775454926151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,13.699308082822702]}"
1311,0.31835982,9.270581,-16.426562787930575,-9.164446026178389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,13.699308082822702]}"
1312,0.27192882,10.148232,-17.567966991392225,-9.988715684061127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,13.699308082822702]}"
1313,0.40146795,10.148232,-16.678565548134625,-9.287483192755431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,13.699308082822702]}"
1314,0.3128795,9.793142,-16.160535249636027,-9.36659009833393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,13.699308082822702]}"
1315,0.2737112,10.562576,-17.036016111131126,-10.20482516200157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,13.699308082822702]}"
1316,0.29330945,10.562576,-18.479816195481344,-10.954246080412988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,13.699308082822702]}"
1317,0.29728356,9.884731,-17.215941820484066,-10.283566327493476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,13.699308082822702]}"
1318,0.2648748,8.985646,-17.80792037441372,-10.77231549056897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,13.699308082822702]}"
1319,0.36737528,8.985646,-17.244471341923866,-10.254301072078762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,13.699308082822702]}"
1320,0.27037984,8.971298,-17.70143743508212,-11.116495171482722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,13.699308082822702]}"
1321,0.28063327,9.075454,-17.407632670094504,-9.873863186961545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,13.699308082822702]}"
1322,0.37912652,9.075454,-16.649968828747554,-10.314216493079467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,13.699308082822702]}"
1323,0.26221463,8.624234,-17.951702801548798,-10.847110913000188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,13.699308082822702]}"
1324,0.3629532,8.624234,-16.223530889576246,-9.979499146233813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,13.699308082822702]}"
1325,0.29648435,9.763361,-16.488413821309933,-9.568331682324427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,13.699308082822702]}"
1326,0.29142013,9.382442,-16.81112603165071,-9.618851709158054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,13.699308082822702]}"
1327,0.2717468,9.382442,-16.613024349740847,-9.820063359980647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,13.699308082822702]}"
1328,0.2458036,9.5428095,-16.03889083176462,-9.66835260036673,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,13.699308082822702]}"
1329,0.2966776,8.33645,-15.911314578309682,-8.24455088557302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,13.699308082822702]}"
1330,0.3083651,8.33645,-16.627425301081146,-9.258372219469248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,13.699308082822702]}"
1331,0.25281698,8.712903,-16.51024105469127,-9.410525552694624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,13.699308082822702]}"
1332,0.21679352,9.791305,-16.684692723296585,-10.166080133820197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,13.699308082822702]}"
1333,0.27761263,9.791305,-16.563810826314718,-9.730594747262316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,13.699308082822702]}"
1334,0.3855197,9.23915,-16.93896507607836,-9.793674037457968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,13.699308082822702]}"
1335,0.2873944,9.23915,-16.719531155894725,-9.05232824478653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,13.699308082822702]}"
1336,0.38930264,9.383635,-16.995980003680998,-10.082878907163654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,13.699308082822702]}"
1337,0.3997032,8.758684,-16.25989508524955,-9.904233411817989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,13.699308082822702]}"
1338,0.30816162,8.758684,-17.32749912063246,-10.861116776068878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,13.699308082822702]}"
1339,0.2648861,8.039293,-16.76957032308001,-10.281069407823013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,13.699308082822702]}"
1340,0.32216564,8.784439,-15.902436334197956,-9.574831456048727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,13.699308082822702]}"
1341,-0.17919075,25.4,-29.202136552397253,-20.397806575025378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,13.789139611234654]}"
1342,0.5802722,15.683107,-14.03289879459769,-7.810984896895817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,13.789139611234654]}"
1343,0.64788514,15.683107,-13.592464807168392,-7.110001690158555,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,13.789139611234654]}"
1344,0.7204235,14.847718,-13.209500978098847,-6.684586603362968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,13.789139611234654]}"
1345,0.780993,14.913762,-13.355519153342,-6.734534614178356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,13.789139611234654]}"
1346,0.6234676,14.913762,-13.15153671718684,-6.522206985659306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,13.789139611234654]}"
1347,0.77010745,13.60409,-13.238076411042574,-6.463653083899397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,13.789139611234654]}"
1348,0.7113815,13.60409,-13.64404885468102,-7.1891658893892085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,13.789139611234654]}"
1349,0.7130475,12.761045,-13.550806481574757,-6.96394827641243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,13.789139611234654]}"
1350,0.79679143,11.936698,-12.967594138558443,-6.242021380573309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,13.789139611234654]}"
1351,0.5153975,11.936698,-16.783974634236493,-10.199249510172264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,13.789139611234654]}"
1352,0.6113545,8.405292,-13.697323245234468,-7.348958846223773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,13.789139611234654]}"
1353,0.63666666,7.9715743,-15.051646905157671,-8.14409021988672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,13.789139611234654]}"
1354,0.60833204,7.9715743,-14.707030732663302,-7.963014456137913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,13.789139611234654]}"
1355,0.6552658,9.405366,-13.175107346916665,-6.711472946180441,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,13.789139611234654]}"
1356,0.4002649,9.04045,-16.025141578575262,-9.502406745481746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,13.789139611234654]}"
1357,0.39594844,9.04045,-16.60091563589173,-9.581809044863288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,13.789139611234654]}"
1358,0.30812532,8.909138,-16.755933282944646,-9.396825120945042,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,13.789139611234654]}"
1359,0.35617438,8.944623,-18.07750766347306,-9.965163357540497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,13.789139611234654]}"
1360,0.26567295,8.944623,-16.756279503384263,-9.715494795646368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,13.789139611234654]}"
1361,0.26659316,9.182342,-16.596636666787393,-9.661412116165456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,13.789139611234654]}"
1362,0.43012506,9.182342,-15.83900540161428,-9.029397231094615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,13.789139611234654]}"
1363,0.24843945,9.173456,-16.89682170772379,-9.636203479768666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,13.789139611234654]}"
1364,0.29890764,9.144516,-16.821443560161093,-10.211342883999208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,13.789139611234654]}"
1365,0.26000592,9.144516,-17.33661393483858,-10.185104945164525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,13.789139611234654]}"
1366,0.21538462,8.177419,-18.03767693918277,-11.110832053138884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,13.789139611234654]}"
1367,0.23925501,8.645738,-17.781211363393275,-10.780643578436477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,13.789139611234654]}"
1368,0.25569513,8.645738,-17.796747297457145,-11.26115275684988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,13.789139611234654]}"
1369,0.238931,8.186901,-16.719398132218494,-10.25610711557132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,13.789139611234654]}"
1370,0.34443963,8.938342,-16.82692081562618,-9.721907655901038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,13.789139611234654]}"
1371,0.30073145,8.938342,-17.27033672614721,-10.758991060824648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,13.789139611234654]}"
1372,0.22053112,9.217833,-18.81504026133839,-11.276082433871746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,13.789139611234654]}"
1373,0.3408622,9.217833,-16.25009573474631,-9.83327182554931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,13.789139611234654]}"
1374,0.28811216,8.944538,-17.224091326098105,-10.766570516485892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,13.789139611234654]}"
1375,0.30148545,9.511004,-15.731337500374538,-9.266887188594989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,13.789139611234654]}"
1376,0.31000912,9.511004,-15.61724801303721,-9.321354304748596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,13.789139611234654]}"
1377,0.31134677,9.24383,-16.211581487092108,-9.657581806976927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,13.789139611234654]}"
1378,0.22800194,9.217269,-16.533536208864057,-9.488054982933784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,13.789139611234654]}"
1379,0.25666702,9.217269,-17.220387009506066,-10.607391385259621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,13.789139611234654]}"
1380,0.34713376,8.513652,-16.12044229090543,-9.622117346421724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,13.789139611234654]}"
1381,0.3272548,9.251017,-17.668001703193493,-10.196487310887846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,13.789139611234654]}"
1382,0.29391503,9.251017,-16.561368644274012,-9.70729031321849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,13.789139611234654]}"
1383,0.3474329,10.11112,-17.550304888340765,-10.432851514794706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,13.789139611234654]}"
1384,0.27639863,10.11112,-16.115773978667224,-9.20258397496044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,13.789139611234654]}"
1385,0.44566068,9.015155,-16.649912432151737,-9.991130008961765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,13.789139611234654]}"
1386,0.37814072,8.359661,-16.228033635148726,-9.577523708449284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,13.789139611234654]}"
1387,0.33211717,8.359661,-16.505389870450323,-10.014393830324014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,13.789139611234654]}"
1388,0.41059944,8.787235,-16.8589566121543,-9.98204938753914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,13.789139611234654]}"
1389,0.30528668,9.024957,-16.891033006282715,-10.427291513821533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,13.789139611234654]}"
1390,-0.06266738,25.4,-26.89397473326213,-20.343667317942547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,13.878971139646607]}"
1391,-0.17531557,25.4,-27.520664287876397,-20.991430407223632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,13.878971139646607]}"
1392,0.60876715,25.4,-17.07263138063695,-10.934356749647046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,13.878971139646607]}"
1393,0.621101,15.713874,-14.866658734249938,-8.42009016643759,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,13.878971139646607]}"
1394,0.7754173,15.713874,-13.082865960441792,-6.407145434185068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,13.878971139646607]}"
1395,0.83151096,14.618133,-13.25006905143199,-6.277359368503941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,13.878971139646607]}"
1396,0.6168496,14.390364,-13.538900372982905,-6.917863185490518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,13.878971139646607]}"
1397,0.5813564,14.390364,-14.342003688750712,-7.728363033015673,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,13.878971139646607]}"
1398,0.6798528,14.009238,-13.502283704048935,-6.9812548887357355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,13.878971139646607]}"
1399,0.6408715,14.009238,-13.965674079239182,-7.579665998527358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,13.878971139646607]}"
1400,0.7663948,13.284402,-13.810375558098343,-7.249472751719042,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,13.878971139646607]}"
1401,0.7090391,11.37811,-12.697051762927213,-6.092142428135874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,13.878971139646607]}"
1402,0.52682924,11.37811,-13.740577158547138,-7.159941544298576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,13.878971139646607]}"
1403,0.58436847,8.975011,-14.440921448498454,-7.439153952138007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,13.878971139646607]}"
1404,0.5863999,9.428992,-15.263220201263028,-8.286024150337152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,13.878971139646607]}"
1405,0.59102166,9.428992,-14.385646704810624,-7.773307082561189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,13.878971139646607]}"
1406,0.48990276,10.237459,-13.442408700960284,-6.52783622012602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,13.878971139646607]}"
1407,0.47672883,9.255095,-15.192694956047212,-8.327659135164195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,13.878971139646607]}"
1408,0.3910175,9.255095,-15.7938341535158,-9.093938002533726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,13.878971139646607]}"
1409,0.541502,9.234228,-15.777897647224428,-8.711640882901047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,13.878971139646607]}"
1410,0.2615671,8.809964,-16.21449242193167,-8.941729445878261,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,13.878971139646607]}"
1411,-0.18084228,8.809964,-17.335573523024728,-11.06356806706211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,13.878971139646607]}"
1412,0.42522162,7.815419,-15.5958209099296,-8.455963260012444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,13.878971139646607]}"
1413,0.26593408,7.815419,-15.271345406599778,-7.388251249629118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,13.878971139646607]}"
1414,0.2735732,8.501276,-17.92678602249291,-11.021723364667023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,13.878971139646607]}"
1415,0.19539654,8.08319,-17.300752137928743,-10.83096674560164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,13.878971139646607]}"
1416,0.26906505,8.08319,-17.74232857544384,-10.477420168338544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,13.878971139646607]}"
1417,0.18684153,7.7883687,-18.152186941949278,-11.47482707520648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,13.878971139646607]}"
1418,0.27087873,7.644548,-17.022603792493175,-10.794734415874505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,13.878971139646607]}"
1419,0.26839146,7.644548,-16.97999445262746,-10.510496516596222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,13.878971139646607]}"
1420,0.35712478,7.728139,-15.089997712241928,-9.303149327643546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,13.878971139646607]}"
1421,0.36751956,7.373159,-17.729301034660022,-11.050094894172561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,13.878971139646607]}"
1422,0.33897638,7.373159,-17.486345370274915,-10.796905403490886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,13.878971139646607]}"
1423,0.32842043,8.775011,-17.71892182353281,-10.50398550366473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,13.878971139646607]}"
1424,0.2804878,8.775011,-16.351652397257944,-10.18538926766536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,13.878971139646607]}"
1425,0.38975945,8.755847,-16.794622358684354,-10.452598491163258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,13.878971139646607]}"
1426,0.2532611,8.171762,-16.490862906038217,-10.307585561165801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,13.878971139646607]}"
1427,0.32473764,8.171762,-16.484893294307494,-10.24409969940979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,13.878971139646607]}"
1428,0.27646947,9.283597,-17.0345935714504,-10.360714045025361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,13.878971139646607]}"
1429,0.2793457,8.978702,-17.20375636160544,-9.943524762864863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,13.878971139646607]}"
1430,0.25368038,8.978702,-15.794808832294265,-9.476867328694636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,13.878971139646607]}"
1431,0.25645438,8.466331,-16.86118202808154,-10.040272774120718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,13.878971139646607]}"
1432,0.29964995,8.754981,-16.522216033777752,-9.507370124949029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,13.878971139646607]}"
1433,0.34494963,8.754981,-15.81526639812687,-9.486336948231905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,13.878971139646607]}"
1434,0.2609588,8.263487,-16.61028870714098,-10.095227976976899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,13.878971139646607]}"
1435,0.2623358,8.263487,-16.679504404332157,-9.92572917954317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,13.878971139646607]}"
1436,0.352169,9.157839,-16.997625279811167,-10.466253533187183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,13.878971139646607]}"
1437,0.42318293,8.979988,-16.553296038482504,-9.614595850120672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,13.878971139646607]}"
1438,0.38302836,8.979988,-16.597680033724977,-9.950071275550265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,13.878971139646607]}"
1439,0.305742,8.219961,-16.24158483325296,-9.417478373310905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,13.878971139646607]}"
1440,0.22215605,8.857491,-17.536936936761524,-10.985822357875563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,13.878971139646607]}"
1441,-0.02613828,25.4,-26.648685822933068,-17.82515090417932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,13.968802668058558]}"
1442,-0.1452087,25.4,-26.70014106963106,-20.264089477252835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,13.968802668058558]}"
1443,0.5709161,25.4,-14.997444036943595,-8.513554533989481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,13.968802668058558]}"
1444,0.73880005,15.713874,-13.663926405571587,-7.139555821827606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,13.968802668058558]}"
1445,0.56857145,15.713874,-14.083373201840395,-7.323803402543982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,13.968802668058558]}"
1446,0.6708174,14.618133,-13.996515394430016,-7.407799243905181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,13.968802668058558]}"
1447,0.5896469,14.390364,-17.390937221158715,-10.233911576474258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,13.968802668058558]}"
1448,0.6460012,14.390364,-13.946072271135774,-7.426963493425879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,13.968802668058558]}"
1449,0.5288298,14.009238,-13.99206571650842,-7.129682258803287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,13.968802668058558]}"
1450,0.6353729,14.009238,-14.234423349001972,-7.551459812979789,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,13.968802668058558]}"
1451,0.725207,13.284402,-13.26438260038054,-6.851210692225015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,13.968802668058558]}"
1452,0.31570837,11.37811,-16.129181952436866,-8.731411515984703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,13.968802668058558]}"
1453,0.34956238,11.37811,-15.157680985024953,-8.355346203631271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,13.968802668058558]}"
1454,0.49770704,8.975011,-15.373705318690927,-7.9397602297832535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,13.968802668058558]}"
1455,0.5977352,9.428992,-15.088718353609963,-8.147056041555885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,13.968802668058558]}"
1456,0.39954853,9.428992,-14.981808897296052,-8.377579844942504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,13.968802668058558]}"
1457,0.50258785,10.237459,-15.441833934390928,-8.33757503228114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,13.968802668058558]}"
1458,0.31905574,9.255095,-16.386303449664744,-9.103206579654685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,13.968802668058558]}"
1459,0.5057597,9.255095,-15.986033371585748,-8.933440452801106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,13.968802668058558]}"
1460,0.47158584,9.234228,-16.45751832606779,-9.577565804870698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,13.968802668058558]}"
1461,0.38932037,8.809964,-16.05049043877034,-8.741338680610216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,13.968802668058558]}"
1462,0.41172838,8.809964,-15.810815439050412,-9.335045881788478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,13.968802668058558]}"
1463,0.38023743,7.815419,-15.60326215709015,-9.220749212807656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,13.968802668058558]}"
1464,0.3554578,7.815419,-16.733426041516022,-9.518432507353193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,13.968802668058558]}"
1465,0.3623265,8.501276,-17.212413537365656,-9.996258893189928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,13.968802668058558]}"
1466,0.35728642,8.08319,-16.36053720696157,-9.767246654924314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,13.968802668058558]}"
1467,0.2690882,8.08319,-18.07291305763806,-10.745018621230502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,13.968802668058558]}"
1468,0.2558359,7.7883687,-18.25322021733237,-11.776523416579295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,13.968802668058558]}"
1469,0.30559102,7.644548,-18.5635199523557,-11.386054041339404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,13.968802668058558]}"
1470,0.29296464,7.644548,-18.05849173781387,-11.287589841027428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,13.968802668058558]}"
1471,0.2004584,7.728139,-18.620873867202285,-11.781677658901916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,13.968802668058558]}"
1472,0.22623691,7.373159,-16.209253131533924,-10.095842550242264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,13.968802668058558]}"
1473,0.21936221,7.373159,-18.951312600419353,-11.897531181747308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,13.968802668058558]}"
1474,0.36120436,8.775011,-17.013207434931953,-10.347983794085017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,13.968802668058558]}"
1475,0.22829334,8.775011,-18.72016597134387,-11.502030499788278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,13.968802668058558]}"
